"#giardia","27","0.7407","0.6667","14.9000","28.8716","0.0000","0.1500","6.6667","30.7033","0.0000","0.1111","1377.3000","1653.4626","0.0000","0.1000","1184.7222","1372.2346","0.0000","0.0556"
"#eosinophilicesophagitis","42","0.4762","0.8333","10.6500","23.3357","0.0000","0.1000","19.7429","17.5387","0.0000","0.0857","2360.0500","7009.6005","0.0000","0.0500","4461.2286","10606.1201","0.0000","0.1143"
"#Enterovirus68","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Polymyalgia","8","0.8750","0.5000","26.5714","25.5268","-1.0000","-1.0000","197.7500","29.7153","-1.0000","-1.0000","1238.0000","1056.0205","-1.0000","-1.0000","1084.2500","1068.4878","-1.0000","-1.0000"
"#RiftValleyFever","29","0.4138","0.8276","25.2500","64.0697","0.0000","0.0833","18.9583","46.2908","0.0000","0.1250","14837.9167","40008.2865","0.0000","0.0833","2186.1667","3329.0453","0.0000","0.1667"
"#Paget","29","0.7241","0.5172","12.9048","44.1372","0.0000","0.0952","13.4667","4.2337","0.0000","0.0000","572.2381","949.2208","0.0000","0.0952","1539.6667","2323.8970","0.0000","0.1333"
"#GaucherDisease","8","0.6250","0.8750","86.8000","114.7702","-1.0000","-1.0000","36.2857","103.1291","-1.0000","-1.0000","1685.2000","2436.6434","-1.0000","-1.0000","1326.7143","2077.7480","-1.0000","-1.0000"
"unknown-#euromelanoma17","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#StevensJohnsonSyndrome","9","0.7778","0.6667","11.7143","20.3283","-1.0000","-1.0000","4.6667","4.7081","-1.0000","-1.0000","1862.5714","1659.4148","-1.0000","-1.0000","1129.8333","715.3549","-1.0000","-1.0000"
"#trastornobipolar","1","1.0000","0.0000","2.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","24.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#AcuteCoronarySyndrome","39","0.3590","0.8974","87.5000","238.7131","0.0000","0.0714","51.5714","153.9567","0.0000","0.1714","6379.2857","14823.0204","0.0000","0.2143","3391.3143","9621.0624","0.0000","0.2000"
"#Restenosis","5","0.4000","0.8000","1.0000","0.0000","-1.0000","-1.0000","11.0000","0.5000","-1.0000","-1.0000","402.5000","123.7437","-1.0000","-1.0000","23888.2500","45638.9037","-1.0000","-1.0000"
"unknown-#esocsm","33","0.6061","0.9697","29.8000","45.8655","0.0000","0.0500","51.1250","38.9194","0.0000","0.1563","10192.9000","27568.9351","0.0000","0.2000","6105.3125","22086.0707","0.0000","0.1250"
"#Cholesteatoma","10","0.7000","0.5000","7.2857","10.6570","-1.0000","-1.0000","6.0000","6.9426","-1.0000","-1.0000","340.0000","347.4987","-1.0000","-1.0000","81.8000","99.5826","-1.0000","-1.0000"
"#Resfriado","1","1.0000","0.0000","2.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","725.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#merkelcellcarcinoma","21","0.6190","0.8095","92.6154","305.7893","0.0000","0.1538","254.1765","268.4012","0.0000","0.1176","18921.8462","62352.3881","0.0000","0.1538","14085.9412","54692.2086","0.0000","0.1176"
"#brucellosis","20","0.5500","0.8000","9.5455","17.4262","0.0000","0.0909","12.5625","15.0874","0.0000","0.1875","2339.5455","3159.1458","0.0000","0.1818","1770.1250","3693.2846","0.0000","0.1875"
"#BMFSM","7","0.5714","1.0000","35.0000","58.8388","-1.0000","-1.0000","49.4286","45.6180","-1.0000","-1.0000","6273.0000","7081.5852","-1.0000","-1.0000","4134.0000","5705.3731","-1.0000","-1.0000"
"#osteonecrosis","34","0.2941","0.8824","14.4000","17.0503","0.0000","0.1000","35.0000","11.8426","-1.0000","-1.0000","26365.0000","78891.8548","0.0000","0.2000","9150.1667","45663.0919","0.0000","0.2333"
"#Eclampsia","12","0.8333","0.5833","8.2000","9.8748","0.0000","0.1000","82.0000","12.3943","-1.0000","-1.0000","2341.8000","3455.5117","0.0000","0.1000","1899.2857","3885.0536","-1.0000","-1.0000"
"#TSComplex","2","0.5000","0.5000","1.0000","0.0000","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","332.0000","0.0000","-1.0000","-1.0000","20.0000","0.0000","-1.0000","-1.0000"
"#PlantarFascitis","14","0.7857","0.4286","2.3636","1.6895","0.0000","0.0000","46.6667","1.7512","-1.0000","-1.0000","13035.4545","31343.0349","0.0000","0.1818","5581.0000","12981.4073","-1.0000","-1.0000"
"#hypophosphatasia","13","0.5385","0.9231","22.2857","28.4471","-1.0000","-1.0000","20.0000","24.2256","0.0000","0.1667","2092.1429","1080.9850","-1.0000","-1.0000","1228.8333","1268.9403","0.0000","0.0000"
"#Pompe","31","0.6774","0.6452","11.5714","25.9433","0.0000","0.1429","19.8000","26.9676","0.0000","0.1500","2695.8571","5516.6150","0.0000","0.1429","2200.7000","5573.2388","0.0000","0.1000"
"#Pemphigus","18","0.6111","0.8333","13.5455","26.7109","0.0000","0.1818","2.2667","23.5671","0.0000","0.1333","2179.7273","4300.6226","0.0000","0.0909","1505.2000","3758.8880","0.0000","0.1333"
"#FacialDisfigurement","12","0.7500","0.7500","21.3333","33.2566","-1.0000","-1.0000","33.8889","33.6332","-1.0000","-1.0000","1708.3333","2004.9630","-1.0000","-1.0000","6412.7778","9034.0271","-1.0000","-1.0000"
"#MRKH","25","0.7600","0.6400","13.1053","39.7113","0.0000","0.1053","5.2500","43.3728","0.0000","0.0625","873.2632","1036.1687","0.0000","0.1579","561.5625","835.8895","0.0000","0.1250"
"#MoebiusSyndrome","14","0.2857","0.8571","1.5000","0.5774","-1.0000","-1.0000","3.9167","0.3892","-1.0000","-1.0000","585.5000","217.0968","-1.0000","-1.0000","422.8333","379.5217","0.0000","0.0000"
"#StiffPersonSyndrome","4","0.7500","0.7500","7.6667","5.1316","-1.0000","-1.0000","29.0000","6.2450","-1.0000","-1.0000","361.3333","176.4691","-1.0000","-1.0000","565.3333","435.2532","-1.0000","-1.0000"
"#deseosxpsoriasis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#CyclicVomitingSyndrome","14","0.6429","0.6429","7.6667","16.6883","-1.0000","-1.0000","242.4444","17.1181","-1.0000","-1.0000","888.3333","778.7175","-1.0000","-1.0000","838.8889","679.0091","-1.0000","-1.0000"
"#NeuroendocrineTumors","31","0.3548","0.9677","108.1818","332.3979","0.0000","0.0909","152.4667","202.2777","0.0000","0.1667","1402.1818","1467.0446","0.0000","0.0000","1130.1333","1511.8543","0.0000","0.0333"
"#Hypochondria","29","0.9310","0.3448","45.2222","178.7810","0.0000","0.1481","14.1000","292.4517","0.0000","0.2000","2269.2593","3909.7366","0.0000","0.1111","1674.2000","2818.3446","0.0000","0.1000"
"#dupuytrens","9","0.6667","0.6667","29.3333","58.8342","-1.0000","-1.0000","33.8333","60.0924","-1.0000","-1.0000","2070.5000","2602.7061","-1.0000","-1.0000","2061.3333","2564.0468","-1.0000","-1.0000"
"unknown-#CryoGroup","6","0.3333","0.6667","3.0000","2.8284","-1.0000","-1.0000","29.7500","0.0000","-1.0000","-1.0000","695.0000","694.3789","-1.0000","-1.0000","453.7500","456.0434","-1.0000","-1.0000"
"#HCCD","2","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","626.5000","583.3631","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"unknown-#GPFAD2013","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Mastocytosis","27","0.6296","0.8519","24.0000","52.6498","0.0000","0.1176","69.4348","46.3690","0.0000","0.0870","2614.8824","3517.5665","0.0000","0.1176","1163.6522","1355.2627","0.0000","0.0435"
"#HemiplegicMigraine","34","0.6176","0.9412","52.5238","177.5758","0.0000","0.0952","76.9688","144.9635","0.0000","0.1250","4206.1905","6493.9825","0.0000","0.1429","3432.8125","6100.5658","0.0000","0.1250"
"#EmanuelSyndrome","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#pseudobulbar","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#MultipleEndocrineNeoplasia","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#hypertrophiccardiomyopathy","24","0.4167","0.8333","15.4000","17.5891","0.0000","0.0000","16.3000","10.1260","0.0000","0.2000","4684.5000","7919.3675","0.0000","0.1000","1134.3000","3293.1218","0.0000","0.1500"
"#hypospadias","29","0.6207","0.8276","13.7778","23.3126","0.0000","0.2222","6.6667","14.6206","0.0000","0.1250","1923.2222","4151.5868","0.0000","0.1111","812.4167","909.2220","0.0000","0.0417"
"#DeviatedSeptum","19","0.6842","0.3158","1.9231","1.1152","0.0000","0.1538","3.3333","0.0000","-1.0000","-1.0000","13201.0000","42690.5412","0.0000","0.0769","42518.5000","52827.2282","-1.0000","-1.0000"
"#ARDS45","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#HendraVirus","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
